project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Firewatch,91871700,Firewatch,"Would have refunded if I could, it seems to be purposefully designed so that you realize what a dogturd it is after 2 hours of gameplay. This (whatever it is) can hardly be called a game. I would suggest you to buy it on sale just as an interesting and new experience given that you dont mind wasting your time; but seeing how messed up the developers moral compass is I can't.",17.09.2017 18:12:34,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2052  2031 25416  8630  2098  2065  1045  2071  1010  2009  3849
  2000  2022  3800  7699  2881  2061  2008  2017  5382  2054  1037  3899
 20689  2094  2009  2003  2044  1016  2847  1997 11247  1012  2023  1006
  3649  2009  2003  1007  2064  6684  2022  2170  1037  2208  1012  1045
  2052  6592  2017  2000  4965  2009  2006  5096  2074  2004  2019  5875
  1998  2047  3325  2445  2008  2017  2123  2102  2568 18313  2115  2051
  1025  2021  3773  2129 18358  2039  1996  9797  7191 16681  2003  1045
  2064  1005  1056  1012   102]",172
Firewatch,91871701,Firewatch,"I'm really torn here, wether or not you should buy this game. I really enjoyed the game, but I wouldn't support someone who misuses DMCA claims.",13.09.2017 18:17:10,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1045  1005  1049  2428  7950  2182  1010  4954  5886  2030  2025
  2017  2323  4965  2023  2208  1012  1045  2428  5632  1996  2208  1010
  2021  1045  2876  1005  1056  2490  2619  2040 28616 25581  1040 12458
  2050  4447  1012   102]",77
Firewatch,91871702,Firewatch,"The game started off good, good narrative and character interaction, but the ending was horrendous. It's like being setup with a good time for 2-3 hours to end up getting kicked in the nuts. Plus developer is childish",14.09.2017 20:24:27,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1996  2208  2318  2125  2204  1010  2204  7984  1998  2839  8290
  1010  2021  1996  4566  2001  7570 14343 15482  2271  1012  2009  1005
  1055  2066  2108 16437  2007  1037  2204  2051  2005  1016  1011  1017
  2847  2000  2203  2039  2893  6476  1999  1996 12264  1012  4606  9722
  2003 24282   102]",97
Firewatch,91871703,Firewatch,Overhyped and its supposed strong suit--its story--is a meaningless mish-mash of tones that don't amount to anything thematically,17.09.2017 23:26:30,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2058 10536  5669  1998  2049  4011  2844  4848  1011  1011  2049
  2466  1011  1011  2003  1037 25120 28616  2232  1011 16137  2232  1997
 12623  2008  2123  1005  1056  3815  2000  2505 23539  3973   102]",64
Firewatch,91871704,Firewatch,Left me uninterested and bored.,13.09.2017 22:06:04,Nicht empfohlen,100.0,Nein,Ja,Nein,Nein,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  2187  2033  4895 18447 18702  3064  1998 11471  1012   102],19
Firewatch,91871705,Firewatch,"Loved the game, Developer Ruined it though. Nice job buddy.",15.09.2017 05:25:09,Nicht empfohlen,100.0,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[ 101 3866 1996 2208 1010 9722 9868 2009 2295 1012 3835 3105 8937 1012
  102]",15
Firewatch,91871706,Firewatch,"attention wh
ore",19.09.2017 14:58:02,Nicht empfohlen,100.0,Ja,Nein,Nein,Nein,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  3086  1059  2232 10848   102],11
Firewatch,91871707,Firewatch,Watch out for DMCA takedowns.,14.09.2017 16:56:33,Nicht empfohlen,100.0,Ja,Nein,Nein,Nein,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  3422  2041  2005  1040 12458  2050  2202  7698  2015  1012   102],23
Firewatch,91871708,Firewatch,Can't stand the virtue signaling from the thin-skinned developer. I would return this game if I could.,25.09.2017 00:14:44,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2064  1005  1056  3233  1996 11870 14828  2013  1996  4857  1011
 19937  9722  1012  1045  2052  2709  2023  2208  2065  1045  2071  1012
   102]",47
Firewatch,91871709,Firewatch,"Game just keeps crashing dont know whats wrong never had any problems with a steam game before specs:
Screen1:Acer 27"" Predator XB271HUA G-Sync
Screen2:BenQ 144hz
CPU: Intel Core i7 6700K 4.0 GHz 8MBz + Noctua NH-U14S //
GPU: EVGA GeForce GTX 1080 Founders Edition 8GB //
RAM: Kingston HyperX 32GB (2x16GB) DDR4 2133MHz CL14 Fury Black //
MoBo:ASUS Z170-A //
PSU:Cooler Master V850, 850W 80+ Gold //
SSD 1: 1TB Samsung 850 EVO //
SSD 2:Samsung EVO Basic 840-Series 250GB //
HDD 1: 1TB WD Black 7200rpm 64MB //
HDD 2:3TB WD Red 7200rpm 64MB//
Chassi: NZXT H440W Silent Ultra New Edition Window:Black //
OS: Win 10 Pro //",24.09.2017 03:52:00,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2208  2074  7906 12894  2123  2102  2113  2054  2015  3308  2196
  2018  2151  3471  2007  1037  5492  2208  2077 28699  2015  1024  3898
  2487  1024  9078  2099  2676  1000 15267  1060  2497 22907  2487 14691
  1043  1011 26351  3898  2475  1024  3841  4160 14748  2232  2480 17368
  1024 13420  4563  1045  2581 25535  2692  2243  1018  1012  1014 29066
  1022 14905  2480  1009  2053  6593  6692 18699  1011  1057 16932  2015
  1013  1013 14246  2226  1024 23408  3654 16216 14821 14181  2595 10715
  2692  8759  3179  1022 18259  1013  1013  8223  1024  9803 23760  2595
  3590 18259  1006  1016  2595 16048 18259  1007 20315  2099  2549 19883
  2509  2213  2232  2480 18856 16932  8111  2304  1013  1013 11240  2080
  1024  2004  2271  1062 16576  2692  1011  1037  1013  1013  8827  2226
  1024 14976  3040 15754 12376  1010 15678  2860  3770  1009  2751  1013
  1013  7020  2094  1015  1024  1015  2102  2497 19102 15678 23408  2080
  1013  1013  7020  2094  1016  1024 19102 23408  2080  3937 28122  1011
  2186  5539 18259  1013  1013 10751  2094  1015  1024  1015  2102  2497
  1059  2094  2304 22857  2692 14536  2213  4185 14905  1013  1013 10751
  2094  1016  1024  1017  2102  2497  1059  2094  2417 22857  2692 14536
  2213  4185 14905  1013  1013 15775 18719  1024 20008 18413  1044 22932
  2692  2860  4333 11087  2047  3179  3332  1024  2304  1013  1013  9808
  1024  2663  2184  4013  1013  1013   102]",414
Firewatch,91871710,Firewatch,Only three hours of gameplay and those hours are not very interactive.,13.09.2017 03:47:48,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2069  2093  2847  1997 11247  1998  2216  2847  2024  2025  2200
  9123  1012   102]",29
Firewatch,91871711,Firewatch,Pretty I guess. But disappointing.,21.09.2017 00:02:49,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  3492  1045  3984  1012  2021 15640  1012   102],17
Firewatch,91871712,Firewatch,You do not file a false DMCA without consequences.,20.09.2017 10:14:02,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2017  2079  2025  5371  1037  6270  1040 12458  2050  2302  8465
  1012   102]",27
Firewatch,91871713,Firewatch,"Absolute garbage of a game, the developer is terrible and the whole thing was a waste of money. Save yourself and do not spend a penny on this developer.",14.09.2017 22:21:59,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  7619 13044  1997  1037  2208  1010  1996  9722  2003  6659  1998
  1996  2878  2518  2001  1037  5949  1997  2769  1012  3828  4426  1998
  2079  2025  5247  1037 10647  2006  2023  9722  1012   102]",66
Firewatch,91871714,Firewatch,"Campo Santo, dear, I am looking forward to give a negative review for your next game as well. Please, be quick.

I was even able to think about gaming marketing when I was 13. LPs caused me spending money on gaming. Without streamers, you are basicly not even a dust in a trash bin.",14.09.2017 22:53:50,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101 22339 11685  1010  6203  1010  1045  2572  2559  2830  2000  2507
  1037  4997  3319  2005  2115  2279  2208  2004  2092  1012  3531  1010
  2022  4248  1012  1045  2001  2130  2583  2000  2228  2055 10355  5821
  2043  1045  2001  2410  1012  6948  2015  3303  2033  5938  2769  2006
 10355  1012  2302  5460  2545  1010  2017  2024  3937  2135  2025  2130
  1037  6497  1999  1037 11669  8026  1012   102]",131
Firewatch,91871715,Firewatch,BAD GAME. Like maybe 3h of actual gamplay. This game is very overhyped....SAD!,13.09.2017 08:02:25,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2919  2208  1012  2066  2672  1017  2232  1997  5025 11721  8737
  8485  1012  2023  2208  2003  2200  2058 10536  5669  1012  1012  1012
  1012  6517   999   102]",55
Firewatch,91871716,Firewatch,"Do you have a large supply of money you want to waste? Do you have lots of free time you want to waste?
Boy, do I have the Game for you.
Honestly your time is better spent elsewhere imo.",16.09.2017 01:40:14,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2079  2017  2031  1037  2312  4425  1997  2769  2017  2215  2000
  5949  1029  2079  2017  2031  7167  1997  2489  2051  2017  2215  2000
  5949  1029  2879  1010  2079  1045  2031  1996  2208  2005  2017  1012
  9826  2115  2051  2003  2488  2985  6974 10047  2080  1012   102]",93
Firewatch,91871717,Firewatch,"Sub-par quality game from a company that supports censorship. This game should be ****, it is that bad. It is nothing but a poorly written interactive story from the simple mind of Sean Vanaman. This game is a snooze-fest. Don't waste your money.",15.09.2017,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,0.0,"[  101  4942  1011 11968  3737  2208  2013  1037  2194  2008  6753 15657
  1012  2023  2208  2323  2022  1008  1008  1008  1008  1010  2009  2003
  2008  2919  1012  2009  2003  2498  2021  1037  9996  2517  9123  2466
  2013  1996  3722  2568  1997  5977  3158 23093  1012  2023  2208  2003
  1037  1055  3630 18153  2063  1011 17037  1012  2123  1005  1056  5949
  2115  2769  1012   102]",123
Firewatch,91871718,Firewatch,"I wishh i could return this game to steam but its too late, dont spend 20$ on this you will regret it.",13.09.2017 17:18:52,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[ 101 1045 4299 2232 1045 2071 2709 2023 2208 2000 5492 2021 2049 2205
 2397 1010 2123 2102 5247 2322 1002 2006 2023 2017 2097 9038 2009 1012
  102]",29
Firewatch,91871719,Firewatch,Overpriced. Disapointing. If you paid more than 5 dollars you were ripped off.  Sean Vanaman is a waste of Oxygen.,14.09.2017 03:12:12,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2058 18098  6610  2094  1012  4487  3736  8400  2075  1012  2065
  2017  3825  2062  2084  1019  6363  2017  2020  9157  2125  1012  5977
  3158 23093  2003  1037  5949  1997  7722  1012   102]",64
Firewatch,91871720,Firewatch,"I deeply regret supporting a company that publically threatens the livelyhood of streamers and gaming videos over personal vendetta. DMCA is not a tool to force your beliefs on others, and Campo Santo took a first step to using it as a weapon against a medium I enjoy on a daily basis, in fact, more than I ever did their game. I fear that this incident will give other companies the courage and boldness to do the same thing. I can only hope that other companies have more integrity than what Campo Santo have showed.

The game itself is a very short but also well crafted walking simulator. Buy it on a sale.",15.09.2017 13:36:19,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1045  6171  9038  4637  1037  2194  2008  2270  3973 17016  1996
 17133  9021  1997  5460  2545  1998 10355  6876  2058  3167  2310 13629
  5946  1012  1040 12458  2050  2003  2025  1037  6994  2000  2486  2115
  9029  2006  2500  1010  1998 22339 11685  2165  1037  2034  3357  2000
  2478  2009  2004  1037  5195  2114  1037  5396  1045  5959  2006  1037
  3679  3978  1010  1999  2755  1010  2062  2084  1045  2412  2106  2037
  2208  1012  1045  3571  2008  2023  5043  2097  2507  2060  3316  1996
  8424  1998  7782  2791  2000  2079  1996  2168  2518  1012  1045  2064
  2069  3246  2008  2060  3316  2031  2062 11109  2084  2054 22339 11685
  2031  3662  1012  1996  2208  2993  2003  1037  2200  2460  2021  2036
  2092 19275  3788 25837  1012  4965  2009  2006  1037  5096  1012   102]",252
Firewatch,91871721,Firewatch,"There is literally no way to fail, or die, or anything really. It was just another walking simulator, be it a pretty one. There is no game play to be seen.",23.09.2017 07:07:32,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2045  2003  6719  2053  2126  2000  8246  1010  2030  3280  1010
  2030  2505  2428  1012  2009  2001  2074  2178  3788 25837  1010  2022
  2009  1037  3492  2028  1012  2045  2003  2053  2208  2377  2000  2022
  2464  1012   102]",77
Firewatch,91871722,Firewatch,"This game was pretty much a polished, shiny trash can. We all knew it was a walking simulator going in, but damn. You get 5-6 hours, if you're thorough, of mildly engaging story and holding down W, only to be thrashed by the 'we ran out of money' style ending, as well a light feeling that you've just been robbed. $20 for this game is theft, and overall it's one big pile of disappointment.",14.09.2017 19:36:28,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2023  2208  2001  3492  2172  1037 12853  1010 12538 11669  2064
  1012  2057  2035  2354  2009  2001  1037  3788 25837  2183  1999  1010
  2021  4365  1012  2017  2131  1019  1011  1020  2847  1010  2065  2017
  1005  2128 16030  1010  1997 19499 11973  2466  1998  3173  2091  1059
  1010  2069  2000  2022 27042  2098  2011  1996  1005  2057  2743  2041
  1997  2769  1005  2806  4566  1010  2004  2092  1037  2422  3110  2008
  2017  1005  2310  2074  2042 20114  1012  1002  2322  2005  2023  2208
  2003 11933  1010  1998  3452  2009  1005  1055  2028  2502  8632  1997
 10520  1012   102]",187
Firewatch,91871723,Firewatch,"Short game, not worth the money spent. Do not buy.",13.09.2017 17:10:49,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[ 101 2460 2208 1010 2025 4276 1996 2769 2985 1012 2079 2025 4965 1012
  102]",15
Firewatch,91871724,Firewatch,All the other reviews sum it up.,13.09.2017 03:05:09,Nicht empfohlen,100.0,Nein,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[ 101 2035 1996 2060 4391 7680 2009 2039 1012  102],10
Firewatch,91871725,Firewatch,"pro:
[list]
[*]smooth gameplay
[/list]
cons:
[list]
[*]childish devs
[*]support those retarded devs for a copyright strike
[/list]",15.09.2017 02:40:54,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  4013  1024  1031  2862  1033  1031  1008  1033  5744 11247  1031
  1013  2862  1033  9530  2015  1024  1031  2862  1033  1031  1008  1033
 24282 16475  2015  1031  1008  1033  2490  2216  2128  7559  5732 16475
  2015  2005  1037  9385  4894  1031  1013  2862  1033   102]",88
